outcome,category_name,goal_in_thousand,total
failed,"Film & Video",5,97
failed,Food,5,39
failed,Games,5,48
failed,Journalism,5,4
failed,Music,5,69
failed,Photography,5,13
failed,Publishing,5,77
failed,Technology,5,34
failed,Theater,5,22
successful,Art,5,19
successful,Comics,5,13
successful,Crafts,5,3
successful,Dance,5,6
successful,Design,5,36
successful,Fashion,5,11
successful,"Film & Video",5,62
successful,Food,5,24
successful,Games,5,33
successful,Music,5,77
successful,Photography,5,11
successful,Publishing,5,41
successful,Technology,5,13
successful,Theater,5,22
failed,Music,5,2
successful,Dance,5,1
failed,Fashion,5,1
failed,"Film & Video",5,1
successful,Music,5,1
failed,Design,5,1
failed,Publishing,5,1
successful,Comics,5,1
successful,"Film & Video",5,2
failed,Technology,5,1
failed,Technology,5,1
failed,Food,5,1
failed,Technology,5,1
successful,"Film & Video",5,1
failed,Photography,5,1
failed,Food,5,1
failed,Theater,5,1
successful,Dance,5,1
successful,"Film & Video",5,1
failed,"Film & Video",5,1
successful,Publishing,5,1
failed,Design,5,1
failed,"Film & Video",5,1
successful,Music,5,1
failed,Publishing,5,1
successful,"Film & Video",5,1
failed,Art,5,1
failed,Food,5,1
failed,Music,5,1
successful,Music,5,1
failed,Fashion,5,1
successful,Food,5,1
failed,Art,6,3
failed,Dance,6,1
failed,Design,6,4
failed,Fashion,6,2
failed,"Film & Video",6,5
failed,Food,6,3
failed,Games,6,2
failed,Journalism,6,1
failed,Music,6,5
failed,Photography,6,2
failed,Publishing,6,8
failed,Technology,6,2
failed,Theater,6,1
successful,Art,6,4
successful,Comics,6,2
successful,Design,6,2
successful,"Film & Video",6,6
successful,Food,6,1
successful,Games,6,1
successful,Music,6,5
successful,Photography,6,1
successful,Publishing,6,3
successful,Theater,6,5
successful,Music,6,1
failed,Music,6,2
successful,Publishing,6,1
failed,"Film & Video",6,1
successful,Music,6,1
failed,"Film & Video",6,1
failed,"Film & Video",6,2
successful,"Film & Video",6,1
failed,"Film & Video",6,1
failed,Music,6,1
failed,Theater,6,1
successful,Design,6,1
successful,"Film & Video",6,2
failed,Art,6,1
failed,Art,6,1
failed,Games,6,1
successful,Art,6,1
failed,Music,6,1
successful,"Film & Video",6,1
failed,Publishing,6,1
successful,Theater,6,1
successful,"Film & Video",6,1
successful,Games,6,1
failed,Crafts,6,1
failed,Music,6,1
successful,Comics,6,1
failed,Art,6,6
failed,Comics,6,7
failed,Crafts,6,4
failed,Dance,6,1
failed,Design,6,2
failed,Fashion,6,9
failed,"Film & Video",6,23
failed,Food,6,9
failed,Games,6,8
failed,Journalism,6,1
failed,Music,6,12
failed,Photography,6,3
failed,Publishing,6,16
failed,Technology,6,2
failed,Theater,6,4
successful,Art,6,7
successful,Comics,6,8
successful,Crafts,6,1
successful,Design,6,6
successful,Fashion,6,6
successful,"Film & Video",6,18
successful,Food,6,3
successful,Games,6,12
successful,Music,6,29
successful,Photography,6,1
successful,Publishing,6,22
successful,Technology,6,2
successful,Theater,6,3
successful,Technology,6,1
successful,Music,6,1
failed,Design,6,1
successful,Art,6,1
successful,Fashion,6,1
failed,"Film & Video",6,1
successful,Publishing,6,1
failed,Comics,6,1
failed,Crafts,6,1
failed,"Film & Video",6,1
successful,Publishing,6,1
failed,Music,6,1
successful,Publishing,6,1
successful,Theater,6,1
successful,"Film & Video",6,1
failed,Art,6,1
failed,Art,6,1
failed,Comics,6,2
failed,Design,6,1
failed,Fashion,6,1
failed,"Film & Video",6,8
failed,Food,6,3
failed,Journalism,6,1
failed,Music,6,7
failed,Photography,6,1
failed,Publishing,6,7
failed,Technology,6,2
failed,Theater,6,1
successful,Art,6,4
successful,Comics,6,1
successful,Crafts,6,1
successful,Dance,6,1
successful,Fashion,6,4
successful,"Film & Video",6,6
successful,Food,6,2
successful,Games,6,3
successful,Music,6,10
successful,Photography,6,1
successful,Publishing,6,3
successful,Technology,6,1
successful,Theater,6,1
failed,Food,7,1
failed,Art,7,1
failed,Games,7,1
failed,Theater,7,1
successful,Art,7,1
successful,Design,7,1
failed,Publishing,7,1
failed,Publishing,7,1
failed,"Film & Video",7,1
successful,Music,7,1
successful,Technology,7,1
failed,Publishing,7,1
failed,Music,7,1
failed,"Film & Video",7,1
failed,Journalism,7,1
failed,Publishing,7,1
successful,Crafts,7,1
successful,"Film & Video",7,1
successful,Music,7,1
failed,Comics,7,1
failed,"Film & Video",7,2
failed,Games,7,1
successful,Theater,7,1
failed,Publishing,7,1
failed,Art,7,8
failed,Comics,7,3
failed,Crafts,7,4
failed,Dance,7,1
failed,Fashion,7,4
failed,"Film & Video",7,10
failed,Food,7,4
failed,Games,7,7
failed,Journalism,7,2
failed,Music,7,12
failed,Photography,7,3
failed,Publishing,7,14
failed,Technology,7,9
failed,Theater,7,4
successful,Art,7,1
successful,Comics,7,3
successful,Crafts,7,1
successful,Dance,7,4
successful,Design,7,4
successful,Fashion,7,2
successful,"Film & Video",7,7
successful,Food,7,2
successful,Games,7,6
successful,Journalism,7,1
successful,Music,7,14
successful,Photography,7,1
successful,Publishing,7,5
successful,Technology,7,1
successful,Theater,7,6
successful,Games,7,1
successful,"Film & Video",7,1
failed,Music,7,1
failed,Fashion,7,1
failed,Food,7,1
failed,Games,7,1
successful,Art,7,1
successful,Music,7,1
failed,"Film & Video",7,1
successful,Art,7,1
failed,Music,7,1
failed,Music,7,1
failed,Fashion,7,1
failed,Food,7,1
failed,Publishing,7,1
failed,Art,8,5
failed,Comics,8,2
failed,Crafts,8,2
failed,Dance,8,1
failed,Design,8,6
failed,Fashion,8,3
failed,"Film & Video",8,16
failed,Food,8,6
failed,Games,8,7
failed,Journalism,8,2
failed,Music,8,9
failed,Photography,8,3
failed,Publishing,8,11
failed,Technology,8,3
failed,Theater,8,1
successful,Art,8,9
successful,Comics,8,5
successful,Dance,8,2
successful,Design,8,5
successful,Fashion,8,5
successful,"Film & Video",8,16
successful,Food,8,7
successful,Games,8,6
successful,Journalism,8,2
successful,Music,8,16
successful,Photography,8,1
successful,Publishing,8,6
successful,Technology,8,2
successful,Theater,8,1
failed,Comics,8,1
successful,Music,8,2
successful,Food,8,1
failed,Publishing,8,1
failed,"Film & Video",8,1
failed,Photography,8,1
successful,Music,8,2
successful,Photography,8,1
successful,Publishing,8,1
failed,Design,8,1
failed,"Film & Video",8,1
failed,Art,8,5
failed,Comics,8,1
failed,Crafts,8,6
failed,Design,8,7
failed,Fashion,8,4
failed,"Film & Video",8,17
failed,Food,8,8
failed,Games,8,7
failed,Journalism,8,2
failed,Music,8,11
failed,Photography,8,1
failed,Publishing,8,13
failed,Technology,8,8
failed,Theater,8,2
successful,Art,8,5
successful,Comics,8,1
successful,Crafts,8,2
successful,Dance,8,3
successful,Design,8,3
successful,Fashion,8,4
successful,"Film & Video",8,20
successful,Food,8,4
successful,Games,8,8
successful,Music,8,21
successful,Publishing,8,9
successful,Technology,8,2
successful,Theater,8,3
successful,Food,8,1
failed,Publishing,8,1
failed,"Film & Video",8,1
failed,Technology,8,1
successful,Fashion,8,1
failed,Theater,8,1
failed,"Film & Video",8,1
successful,Fashion,8,1
successful,Food,8,1
successful,Games,8,1
failed,Technology,8,1
failed,Games,8,1
failed,Technology,8,1
failed,Theater,8,1
successful,Technology,8,1
failed,Art,8,1
successful,Food,8,1
successful,Music,8,1
failed,Art,8,1
failed,Comics,8,2
failed,Design,8,4
failed,"Film & Video",8,6
failed,Music,8,1
failed,Photography,8,1
failed,Publishing,8,3
successful,Art,8,3
successful,Comics,8,3
successful,Dance,8,1
successful,Design,8,2
successful,Fashion,8,1
successful,"Film & Video",8,5
successful,Food,8,2
successful,Games,8,1
successful,Music,8,3
successful,Photography,8,1
successful,Publishing,8,4
successful,Theater,8,2
failed,Photography,9,1
successful,Comics,9,1
failed,Food,9,1
successful,Publishing,9,1
failed,Publishing,9,1
failed,Publishing,9,1
failed,Fashion,9,1
failed,Publishing,9,1
successful,Art,9,1
successful,Games,9,1
failed,Publishing,9,1
failed,Games,9,1
failed,Art,9,2
failed,Art,9,1
failed,Crafts,9,1
failed,Dance,9,1
failed,Design,9,1
failed,"Film & Video",9,1
successful,Crafts,9,1
successful,Food,9,1
failed,Art,9,1
successful,Photography,9,1
failed,Technology,9,1
failed,Art,9,2
failed,Crafts,9,1
failed,Design,9,1
failed,Fashion,9,3
failed,"Film & Video",9,4
failed,Food,9,3
failed,Games,9,3
failed,Music,9,3
failed,Photography,9,1
failed,Publishing,9,6
successful,Art,9,4
successful,Comics,9,3
successful,"Film & Video",9,4
successful,Food,9,3
successful,Games,9,4
successful,Music,9,1
successful,Publishing,9,3
successful,Technology,9,1
successful,Theater,9,1
failed,Comics,9,1
failed,Music,9,1
successful,Technology,9,1
failed,Photography,9,1
failed,Art,9,1
successful,Music,9,1
successful,Comics,9,1
successful,Music,9,1
successful,"Film & Video",9,1
successful,Art,9,1
failed,Comics,10,1
failed,Design,10,2
failed,Fashion,10,2
failed,"Film & Video",10,1
failed,Food,10,1
failed,Music,10,1
failed,Photography,10,1
failed,Publishing,10,5
failed,Technology,10,1
successful,Art,10,1
successful,Comics,10,1
successful,Design,10,1
successful,Food,10,1
successful,Games,10,1
successful,Music,10,2
successful,Publishing,10,1
failed,Fashion,10,1
successful,Music,10,1
failed,Crafts,10,1
successful,Art,10,1
successful,"Film & Video",10,1
successful,"Film & Video",10,1
successful,Publishing,10,1
failed,Art,10,1
failed,Crafts,10,1
failed,Publishing,10,1
successful,Comics,10,1
successful,Publishing,10,1
failed,Publishing,10,1
failed,Food,10,1
failed,Publishing,10,1
failed,Fashion,10,1
failed,Music,10,1
failed,Publishing,10,1
failed,"Film & Video",10,1
successful,"Film & Video",10,1
failed,Food,10,1
failed,Games,10,1
failed,Publishing,10,1
successful,"Film & Video",10,1
failed,Art,10,28
failed,Comics,10,8
failed,Crafts,10,10
failed,Dance,10,2
failed,Design,10,37
failed,Fashion,10,37
failed,"Film & Video",10,86
failed,Food,10,42
failed,Games,10,34
failed,Journalism,10,4
failed,Music,10,58
failed,Photography,10,12
failed,Publishing,10,49
failed,Technology,10,51
failed,Theater,10,12
successful,Art,10,8
successful,Comics,10,13
successful,Crafts,10,1
successful,Dance,10,1
successful,Design,10,26
successful,Fashion,10,16
successful,"Film & Video",10,54
successful,Food,10,23
successful,Games,10,29
successful,Journalism,10,1
successful,Music,10,60
successful,Photography,10,5
successful,Publishing,10,14
successful,Technology,10,15
successful,Theater,10,7
successful,Theater,10,1
failed,Art,10,1
failed,Art,10,1
failed,"Film & Video",10,2
failed,Games,10,1
failed,Music,10,1
failed,Publishing,10,2
failed,Theater,10,1
successful,Music,10,1
successful,Publishing,10,1
successful,Publishing,11,1
failed,Music,11,1
successful,Music,11,1
successful,Publishing,11,1
successful,Technology,11,1
failed,Food,11,1
successful,Comics,11,1
successful,"Film & Video",11,1
failed,Art,11,4
failed,Design,11,3
failed,"Film & Video",11,1
failed,Food,11,2
failed,Games,11,2
failed,Journalism,11,1
failed,Music,11,7
failed,Photography,11,1
failed,Publishing,11,1
failed,Technology,11,1
successful,Design,11,1
successful,Fashion,11,1
successful,"Film & Video",11,3
successful,Food,11,1
successful,Music,11,3
successful,Publishing,11,2
successful,Technology,11,1
successful,Theater,11,1
failed,Music,11,1
failed,Crafts,11,1
failed,Design,11,1
successful,"Film & Video",11,1
successful,Music,11,1
successful,Food,11,1
successful,Design,11,1
successful,Technology,11,1
failed,Games,11,1
successful,Food,11,1
failed,Fashion,12,1
failed,Food,12,1
failed,Technology,12,1
successful,Art,12,1
successful,Design,12,2
successful,Fashion,12,1
successful,"Film & Video",12,1
successful,Games,12,1
successful,"Film & Video",12,1
successful,Art,12,1
failed,Photography,12,1
successful,Publishing,12,1
successful,"Film & Video",12,1
successful,Photography,12,1
failed,Music,12,1
successful,Photography,12,1
failed,Art,12,4
failed,Comics,12,1
failed,Crafts,12,2
failed,Design,12,9
failed,Fashion,12,4
failed,"Film & Video",12,15
failed,Food,12,3
failed,Games,12,10
failed,Music,12,8
failed,Photography,12,2
failed,Publishing,12,14
failed,Technology,12,9
successful,Art,12,1
successful,Dance,12,3
successful,Design,12,7
successful,Fashion,12,2
successful,"Film & Video",12,16
successful,Food,12,5
successful,Games,12,5
successful,Music,12,15
successful,Photography,12,1
successful,Publishing,12,7
successful,Technology,12,4
successful,Theater,12,1
failed,Fashion,12,1
failed,Design,12,1
failed,"Film & Video",12,2
failed,Technology,12,1
successful,Art,12,1
failed,Games,12,1
failed,Fashion,12,1
failed,Art,12,1
failed,Design,12,2
failed,Fashion,12,1
failed,"Film & Video",12,6
failed,Food,12,1
failed,Games,12,3
failed,Photography,12,1
failed,Publishing,12,3
failed,Technology,12,1
failed,Theater,12,1
successful,Design,12,3
successful,Fashion,12,2
successful,"Film & Video",12,5
successful,Food,12,3
successful,Games,12,3
successful,Music,12,5
successful,Photography,12,1
successful,Publishing,12,4
successful,Technology,12,2
successful,Music,13,1
successful,Food,13,1
failed,"Film & Video",13,1
failed,Comics,13,1
failed,Music,13,1
successful,Publishing,13,1
successful,"Film & Video",13,1
failed,Comics,13,1
failed,Crafts,13,1
failed,Design,13,1
failed,"Film & Video",13,3
failed,Food,13,1
failed,Music,13,1
failed,Photography,13,2
failed,Theater,13,1
successful,Design,13,1
successful,"Film & Video",13,1
successful,Music,13,1
failed,Crafts,13,1
failed,"Film & Video",13,1
failed,"Film & Video",13,1
failed,Publishing,13,1
failed,Publishing,13,1
failed,Design,14,1
failed,"Film & Video",14,2
failed,Publishing,14,1
successful,"Film & Video",14,1
successful,Games,14,2
failed,"Film & Video",14,1
failed,Comics,14,1
failed,Design,14,1
failed,"Film & Video",14,5
failed,Games,14,6
failed,Music,14,2
failed,Publishing,14,4
successful,Art,14,2
successful,"Film & Video",14,2
successful,Food,14,1
successful,Music,14,3
successful,Publishing,14,2
successful,Theater,14,1
failed,Comics,14,1
failed,Publishing,14,1
successful,"Film & Video",14,1
failed,Design,14,1
failed,Design,14,3
failed,"Film & Video",14,4
failed,Games,14,1
failed,Music,14,1
successful,Games,14,1
successful,Photography,14,1
successful,Publishing,14,1
failed,Fashion,15,1
failed,Publishing,15,1
failed,Publishing,15,1
successful,"Film & Video",15,1
failed,Art,15,10
failed,Comics,15,3
failed,Crafts,15,9
failed,Design,15,21
failed,Fashion,15,16
failed,"Film & Video",15,62
failed,Food,15,23
failed,Games,15,14
failed,Journalism,15,2
failed,Music,15,26
failed,Photography,15,6
failed,Publishing,15,27
failed,Technology,15,27
successful,Art,15,6
successful,Comics,15,3
successful,Dance,15,2
successful,Design,15,20
successful,Fashion,15,10
successful,"Film & Video",15,27
successful,Food,15,19
successful,Games,15,11
successful,Journalism,15,1
successful,Music,15,20
successful,Photography,15,4
successful,Publishing,15,6
successful,Technology,15,11
successful,Theater,15,1
failed,Food,15,1
failed,Publishing,15,1
failed,Publishing,15,1
failed,Crafts,16,1
failed,Design,16,1
failed,Fashion,16,1
failed,Food,16,1
failed,Publishing,16,1
failed,Technology,16,1
successful,Food,16,1
successful,"Film & Video",16,1
failed,Games,16,1
failed,Music,16,1
successful,"Film & Video",16,1
successful,Games,16,1
failed,Design,16,6
failed,Fashion,16,1
failed,"Film & Video",16,1
failed,Food,16,1
failed,Games,16,4
failed,Music,16,1
failed,Photography,16,4
failed,Publishing,16,3
failed,Technology,16,2
successful,Art,16,1
successful,Crafts,16,1
successful,Design,16,2
successful,"Film & Video",16,2
successful,Food,16,1
successful,Games,16,1
successful,Music,16,1
successful,Publishing,16,3
successful,Technology,16,1
successful,Theater,16,2
successful,"Film & Video",16,1
failed,"Film & Video",16,1
failed,Publishing,16,1
failed,Games,16,1
failed,Publishing,16,1
failed,Design,16,1
failed,"Film & Video",16,2
failed,Games,16,1
failed,Technology,17,1
failed,Art,17,2
failed,Design,17,2
failed,"Film & Video",17,2
failed,Food,17,3
failed,Music,17,1
failed,Photography,17,1
failed,Publishing,17,1
failed,Technology,17,3
successful,Comics,17,1
successful,Crafts,17,1
successful,Design,17,1
successful,"Film & Video",17,1
successful,Games,17,1
successful,Music,17,1
successful,Photography,17,1
successful,Publishing,17,1
failed,Publishing,17,1
failed,Art,17,1
failed,Design,18,1
failed,Fashion,18,1
failed,"Film & Video",18,2
failed,Food,18,2
failed,Journalism,18,1
failed,Music,18,1
failed,Publishing,18,2
successful,Fashion,18,1
successful,"Film & Video",18,2
successful,Music,18,1
successful,Technology,18,1
failed,Technology,18,1
failed,Music,18,1
failed,Publishing,18,1
failed,Food,18,1
failed,Design,18,1
failed,Art,18,2
failed,Design,18,2
failed,Fashion,18,3
failed,"Film & Video",18,9
failed,Food,18,5
failed,Games,18,3
failed,Journalism,18,1
failed,Music,18,6
failed,Photography,18,2
failed,Publishing,18,2
failed,Technology,18,2
failed,Theater,18,1
successful,Art,18,1
successful,Design,18,1
successful,Fashion,18,2
successful,"Film & Video",18,5
successful,Food,18,1
successful,Games,18,3
successful,Journalism,18,1
successful,Music,18,1
successful,Photography,18,1
successful,Publishing,18,2
successful,Technology,18,2
successful,Theater,18,1
failed,"Film & Video",18,2
failed,Games,18,1
failed,Music,18,2
successful,Fashion,18,1
successful,"Film & Video",18,1
successful,Publishing,18,2
failed,Design,19,1
failed,Technology,19,1
failed,Games,19,1
failed,Theater,19,1
failed,Technology,19,1
successful,Food,19,1
failed,Art,19,1
failed,Design,19,2
failed,"Film & Video",19,2
failed,Food,19,3
failed,Games,19,1
failed,Music,19,2
successful,Crafts,19,1
successful,"Film & Video",19,2
successful,Games,19,1
failed,Publishing,19,1
successful,Publishing,19,1
successful,"Film & Video",19,1
failed,Design,20,2
successful,"Film & Video",20,2
successful,Technology,20,1
successful,Games,20,1
failed,"Film & Video",20,1
failed,Art,20,10
failed,Comics,20,3
failed,Crafts,20,4
failed,Design,20,27
failed,Fashion,20,20
failed,"Film & Video",20,55
failed,Food,20,28
failed,Games,20,11
failed,Journalism,20,2
failed,Music,20,32
failed,Photography,20,2
failed,Publishing,20,27
failed,Technology,20,33
failed,Theater,20,6
successful,Art,20,2
successful,Comics,20,2
successful,Crafts,20,1
successful,Dance,20,2
successful,Design,20,19
successful,Fashion,20,6
successful,"Film & Video",20,12
successful,Food,20,8
successful,Games,20,12
successful,Journalism,20,2
successful,Music,20,18
successful,Photography,20,3
successful,Publishing,20,10
successful,Technology,20,7
successful,Theater,20,1
failed,Fashion,20,1
failed,"Film & Video",20,1
failed,Design,21,1
failed,Fashion,21,1
failed,Design,21,1
failed,"Film & Video",21,1
failed,Publishing,21,1
successful,Design,21,1
successful,"Film & Video",21,1
successful,"Film & Video",21,1
failed,Food,21,1
failed,"Film & Video",21,1
failed,Art,22,1
failed,"Film & Video",22,1
failed,Food,22,1
failed,Art,22,1
failed,Design,22,1
failed,Fashion,22,1
failed,"Film & Video",22,8
failed,Food,22,2
failed,Games,22,1
failed,Publishing,22,2
failed,Technology,22,2
successful,"Film & Video",22,4
successful,Music,22,1
successful,Publishing,22,1
failed,"Film & Video",22,1
failed,Games,22,1
failed,Music,22,1
failed,Publishing,22,1
successful,Design,22,1
successful,Music,22,1
failed,Fashion,23,1
failed,"Film & Video",23,1
failed,Food,23,1
failed,Photography,23,1
failed,Technology,23,1
successful,Music,23,1
successful,Theater,23,1
failed,Publishing,24,1
failed,Comics,24,1
failed,Fashion,24,2
failed,"Film & Video",24,1
failed,Food,24,2
failed,Publishing,24,1
failed,Technology,24,2
failed,Theater,24,1
successful,Comics,24,1
successful,"Film & Video",24,3
successful,Games,24,1
successful,"Film & Video",24,1
failed,Food,24,1
failed,Publishing,24,1
successful,Comics,24,1
successful,"Film & Video",24,1
successful,"Film & Video",25,1
successful,"Film & Video",25,1
failed,Art,25,8
failed,Comics,25,3
failed,Crafts,25,2
failed,Design,25,24
failed,Fashion,25,13
failed,"Film & Video",25,41
failed,Food,25,27
failed,Games,25,13
failed,Music,25,13
failed,Photography,25,7
failed,Publishing,25,20
failed,Technology,25,38
successful,Art,25,4
successful,Comics,25,1
successful,Dance,25,1
successful,Design,25,16
successful,Fashion,25,10
successful,"Film & Video",25,18
successful,Food,25,11
successful,Games,25,8
successful,Journalism,25,1
successful,Music,25,7
successful,Photography,25,2
successful,Publishing,25,4
successful,Technology,25,10
successful,Theater,25,3
failed,Fashion,26,1
failed,"Film & Video",26,1
failed,Comics,26,2
failed,"Film & Video",26,4
failed,Food,26,2
failed,Publishing,26,1
failed,Technology,26,1
failed,"Film & Video",26,1
failed,Design,26,1
failed,Comics,26,1
failed,Design,26,1
failed,Publishing,26,1
failed,Technology,26,1
successful,Music,26,1
failed,Art,27,1
failed,Comics,27,1
failed,Design,27,3
failed,"Film & Video",27,3
failed,Photography,27,1
failed,Publishing,27,1
failed,Technology,27,1
successful,"Film & Video",27,1
successful,Food,27,1
successful,Photography,27,2
successful,Theater,27,1
failed,"Film & Video",27,1
failed,Food,28,2
failed,Music,28,1
failed,Publishing,28,1
failed,Theater,28,1
successful,"Film & Video",28,1
failed,Art,28,2
failed,Design,28,3
failed,Fashion,28,1
failed,"Film & Video",28,1
failed,Games,28,1
failed,Publishing,28,2
failed,Technology,28,2
successful,Food,28,1
successful,Games,28,1
failed,Food,28,1
failed,Publishing,28,1
successful,"Film & Video",28,1
failed,"Film & Video",29,1
failed,Music,29,1
successful,"Film & Video",29,1
failed,Publishing,29,1
successful,Comics,29,1
failed,Design,29,1
failed,Technology,29,1
failed,"Film & Video",29,1
failed,Fashion,29,1
failed,Music,30,1
failed,Food,30,1
successful,Technology,30,1
failed,Art,30,7
failed,Comics,30,2
failed,Crafts,30,2
failed,Design,30,13
failed,Fashion,30,15
failed,"Film & Video",30,21
failed,Food,30,20
failed,Games,30,9
failed,Journalism,30,3
failed,Music,30,11
failed,Photography,30,2
failed,Publishing,30,11
failed,Technology,30,19
failed,Theater,30,3
successful,Art,30,2
successful,Comics,30,2
successful,Crafts,30,1
successful,Design,30,11
successful,Fashion,30,3
successful,"Film & Video",30,14
successful,Food,30,6
successful,Games,30,9
successful,Journalism,30,1
successful,Music,30,7
successful,Photography,30,1
successful,Publishing,30,2
successful,Technology,30,10
failed,Publishing,30,1
failed,Music,31,1
failed,Technology,31,1
failed,Journalism,32,1
failed,Art,32,1
failed,Technology,32,1
successful,"Film & Video",32,3
successful,Technology,32,1
failed,"Film & Video",32,1
successful,Comics,32,1
successful,"Film & Video",33,1
failed,Fashion,33,1
failed,Design,33,1
failed,Art,33,1
failed,"Film & Video",33,3
failed,Food,33,1
failed,Publishing,33,1
successful,Design,33,1
failed,Music,34,1
failed,Technology,34,1
failed,Music,34,1
successful,Food,34,1
failed,"Film & Video",34,1
failed,Art,35,2
failed,Comics,35,1
failed,Dance,35,1
failed,Design,35,7
failed,Fashion,35,4
failed,"Film & Video",35,11
failed,Food,35,7
failed,Games,35,6
failed,Journalism,35,3
failed,Music,35,4
failed,Photography,35,1
failed,Publishing,35,1
failed,Technology,35,6
failed,Theater,35,1
successful,Fashion,35,2
successful,"Film & Video",35,9
successful,Food,35,1
successful,Games,35,1
successful,Music,35,2
successful,Publishing,35,1
successful,Technology,35,6
successful,Theater,35,1
failed,Technology,36,1
failed,Fashion,36,1
failed,Food,36,2
failed,Photography,36,1
failed,Publishing,36,1
successful,Comics,36,1
failed,"Film & Video",36,2
successful,"Film & Video",37,1
failed,Design,37,1
failed,"Film & Video",37,1
failed,Games,37,1
failed,Games,37,1
failed,"Film & Video",38,1
failed,Technology,38,1
failed,Technology,38,1
failed,"Film & Video",38,2
failed,Food,38,1
failed,Games,38,1
failed,Music,38,1
failed,Photography,38,1
failed,Publishing,38,1
successful,"Film & Video",38,1
successful,Technology,38,1
failed,Design,38,1
failed,Design,38,1
failed,Food,38,1
failed,Fashion,39,1
successful,Games,40,1
failed,Publishing,40,1
failed,Art,40,3
failed,Design,40,11
failed,Fashion,40,5
failed,"Film & Video",40,13
failed,Food,40,9
failed,Games,40,5
failed,Music,40,1
failed,Photography,40,1
failed,Publishing,40,3
failed,Technology,40,7
failed,Theater,40,3
successful,Comics,40,2
successful,Design,40,5
successful,Fashion,40,1
successful,"Film & Video",40,9
successful,Food,40,3
successful,Games,40,3
successful,Music,40,2
successful,Photography,40,1
successful,Technology,40,3
failed,Design,41,1
failed,Games,41,1
successful,Theater,41,1
failed,Design,41,1
failed,Design,42,1
failed,Fashion,42,1
failed,"Film & Video",42,2
failed,Technology,42,2
successful,"Film & Video",42,1
failed,Fashion,43,1
failed,Food,43,1
failed,Fashion,44,1
failed,Games,44,1
successful,"Film & Video",44,1
failed,Crafts,45,1
failed,Design,45,3
failed,Fashion,45,1
failed,"Film & Video",45,6
failed,Food,45,4
failed,Games,45,2
failed,Journalism,45,1
failed,Music,45,2
failed,Publishing,45,4
failed,Technology,45,2
successful,Art,45,1
successful,Music,45,2
failed,Publishing,47,1
failed,Art,48,1
failed,Fashion,48,1
failed,"Film & Video",48,1
failed,Music,48,1
failed,Technology,48,1
successful,"Film & Video",48,1
successful,Publishing,48,1
failed,"Film & Video",49,1
failed,"Film & Video",49,1
failed,Games,49,1
successful,Games,49,1
failed,"Film & Video",50,1
failed,Design,50,1
failed,Art,50,6
failed,Comics,50,1
failed,Crafts,50,2
failed,Design,50,20
failed,Fashion,50,11
failed,"Film & Video",50,50
failed,Food,50,26
failed,Games,50,14
failed,Journalism,50,1
failed,Music,50,8
failed,Photography,50,2
failed,Publishing,50,8
failed,Technology,50,38
failed,Theater,50,2
successful,Art,50,1
successful,Design,50,10
successful,Fashion,50,2
successful,"Film & Video",50,13
successful,Food,50,1
successful,Games,50,2
successful,Music,50,2
successful,Publishing,50,4
successful,Technology,50,10
successful,Theater,50,1
failed,Food,51,1
successful,Games,51,1
failed,Technology,52,1
failed,"Film & Video",52,1
failed,Comics,53,1
failed,"Film & Video",54,1
failed,"Film & Video",54,1
failed,Design,55,1
failed,Design,55,2
failed,Fashion,55,1
failed,"Film & Video",55,6
failed,Food,55,3
failed,Games,55,1
failed,Publishing,55,1
failed,Technology,55,4
failed,Theater,55,1
successful,Comics,55,1
successful,Design,55,1
successful,Fashion,55,1
successful,"Film & Video",55,1
successful,Technology,55,1
failed,"Film & Video",56,1
failed,Technology,56,1
failed,"Film & Video",56,1
failed,Games,56,1
successful,Design,56,1
failed,Publishing,58,1
failed,"Film & Video",58,1
failed,Art,60,1
failed,Comics,60,2
failed,Design,60,5
failed,Fashion,60,1
failed,"Film & Video",60,7
failed,Food,60,7
failed,Games,60,3
failed,Music,60,1
failed,Photography,60,1
failed,Publishing,60,1
failed,Technology,60,6
successful,Art,60,2
successful,Design,60,1
successful,"Film & Video",60,1
successful,Games,60,1
successful,Technology,60,1
failed,"Film & Video",61,1
failed,Design,65,6
failed,"Film & Video",65,8
failed,Food,65,5
failed,Games,65,3
failed,Publishing,65,1
failed,Technology,65,5
failed,Theater,65,1
failed,"Film & Video",67,1
failed,Technology,67,1
failed,"Film & Video",68,1
failed,Technology,68,1
successful,Art,68,1
successful,Theater,68,1
failed,"Film & Video",69,1
successful,Technology,69,1
failed,"Film & Video",70,2
failed,Food,70,2
failed,Games,70,2
failed,Music,70,3
failed,Photography,70,1
failed,Publishing,70,1
failed,Technology,70,1
successful,"Film & Video",70,3
successful,Publishing,70,1
successful,Technology,70,1
failed,Technology,71,1
failed,Games,72,1
failed,Publishing,72,1
failed,Technology,74,1
failed,Art,75,1
failed,Design,75,7
failed,Fashion,75,1
failed,"Film & Video",75,7
failed,Food,75,3
failed,Games,75,5
failed,Music,75,1
failed,Publishing,75,2
failed,Technology,75,8
failed,Theater,75,1
successful,Comics,75,1
successful,Design,75,1
successful,Fashion,75,1
successful,"Film & Video",75,6
successful,Food,75,1
successful,Games,75,2
successful,Technology,75,3
failed,"Film & Video",76,1
failed,Food,78,1
failed,Fashion,79,1
failed,Technology,80,1
