outcome,campaign_length_in_days,category_name,sub_category_name,total
failed,66,Design,"Product Design",1
failed,66,"Film & Video",Shorts,1
failed,66,"Film & Video",Webseries,1
failed,66,Music,Rock,1
failed,66,Photography,Photography,1
failed,66,Technology,Hardware,1
failed,66,Theater,Theater,1
failed,67,"Film & Video","Film & Video",1
failed,69,Fashion,Fashion,1
failed,70,Design,"Product Design",1
failed,70,Theater,Theater,1
failed,71,"Film & Video","Film & Video",1
failed,71,Music,Hip-Hop,1
failed,72,"Film & Video",Shorts,1
failed,73,"Film & Video","Film & Video",1
failed,75,"Film & Video",Documentary,1
failed,75,Music,"Electronic Music",1
failed,76,"Film & Video",Shorts,1
failed,77,"Film & Video","Film & Video",1
failed,78,Music,"Indie Rock",1
failed,80,"Film & Video",Shorts,1
failed,81,Dance,Dance,1
failed,83,"Film & Video","Narrative Film",1
failed,83,"Film & Video",Shorts,1
failed,84,"Film & Video",Webseries,1
failed,84,Music,Music,1
failed,86,Design,"Product Design",1
failed,86,"Film & Video",Documentary,2
failed,86,Publishing,Fiction,1
failed,86,Publishing,Publishing,1
failed,87,Art,"Digital Art",1
failed,88,Music,"Indie Rock",1
failed,88,Music,Music,1
failed,88,Theater,Theater,1
failed,89,"Film & Video",Documentary,2
failed,89,"Film & Video","Narrative Film",1
failed,89,"Film & Video",Shorts,1
failed,89,Music,Hip-Hop,1
failed,89,Music,Music,1
failed,89,Music,Pop,1
failed,89,Music,"World Music",1
failed,90,Art,Painting,1
failed,90,Art,"Performance Art",1
failed,90,Comics,Comics,2
failed,90,Design,"Product Design",1
failed,90,Fashion,Fashion,2
failed,90,"Film & Video",Documentary,6
failed,90,"Film & Video","Film & Video",4
failed,90,"Film & Video","Narrative Film",1
failed,90,"Film & Video",Shorts,1
failed,90,"Film & Video",Webseries,2
failed,90,Food,Food,1
failed,90,Games,Games,1
failed,90,Games,"Tabletop Games",1
failed,90,Journalism,Journalism,1
failed,90,Music,Hip-Hop,2
failed,90,Music,"Indie Rock",2
failed,90,Music,Music,2
failed,90,Music,Rock,1
failed,90,Publishing,"Children's Books",1
failed,90,Publishing,Fiction,2
failed,90,Publishing,Poetry,1
failed,90,Publishing,Publishing,1
failed,90,Technology,Software,2
failed,90,Technology,Technology,1
failed,91,Art,"Mixed Media",1
failed,91,"Film & Video","Narrative Film",2
failed,91,"Film & Video",Shorts,1
failed,91,"Film & Video",Webseries,1
failed,91,Journalism,Journalism,1
failed,91,Music,Jazz,1
failed,91,Music,Music,2
failed,91,Publishing,"Children's Books",1
failed,91,Publishing,Nonfiction,1
failed,91,Theater,Theater,2
failed,92,"Film & Video","Film & Video",1
successful,1,Art,Art,1
successful,1,Photography,Photography,1
successful,1,Publishing,Fiction,1
successful,2,Food,Bacon,1
successful,2,Games,"Playing Cards",1
successful,3,Journalism,Journalism,1
successful,4,Art,"Digital Art",1
successful,4,Art,"Performance Art",1
successful,4,Crafts,Crafts,1
successful,5,"Film & Video","Film & Video",2
successful,5,"Film & Video","Music Videos",1
successful,5,"Film & Video",Shorts,1
successful,5,Games,"Tabletop Games",2
successful,5,Music,Music,1
successful,6,Art,Sculpture,1
successful,6,Publishing,"Art Books",1
successful,7,Art,Art,1
successful,7,Art,Illustration,1
successful,7,Art,"Mixed Media",2
successful,7,Comics,Comics,1
successful,7,Comics,"Graphic Novels",1
successful,7,Comics,Webcomics,2
successful,7,Crafts,Embroidery,1
successful,7,Design,Design,1
successful,7,Design,"Product Design",2
successful,7,Fashion,Accessories,1
successful,7,"Film & Video",Documentary,1
successful,7,"Film & Video","Film & Video",1
successful,7,"Film & Video",Shorts,2
successful,7,Food,"Food Trucks",1
successful,7,Food,"Small Batch",1
successful,7,Games,"Tabletop Games",2
successful,7,Music,"Indie Rock",1
successful,7,Music,Music,1
successful,7,Music,"World Music",1
successful,7,Photography,"Fine Art",1
successful,7,Publishing,"Children's Books",1
successful,7,Theater,Theater,1
successful,8,Art,Art,2
successful,8,Crafts,Crafts,1
successful,8,"Film & Video",Shorts,1
successful,8,Games,Games,1
successful,8,Games,"Tabletop Games",2
successful,8,Publishing,Fiction,1
successful,8,Theater,Theater,1
successful,9,Art,Art,1
successful,9,Art,"Public Art",1
successful,9,Art,Sculpture,1
successful,9,Crafts,Crafts,1
successful,9,"Film & Video",Shorts,1
successful,9,Games,"Tabletop Games",2
successful,9,Music,"Country & Folk",1
successful,9,Theater,Experimental,1
successful,9,Theater,Festivals,1
successful,9,Theater,Theater,1
successful,10,Art,"Mixed Media",2
successful,10,Art,"Performance Art",1
successful,10,Art,"Public Art",1
successful,10,Comics,Comics,1
successful,10,Comics,Webcomics,1
successful,10,Crafts,Crafts,1
successful,10,Crafts,Knitting,1
successful,10,Design,"Product Design",1
successful,10,Fashion,Jewelry,1
successful,10,"Film & Video",Action,1
successful,10,"Film & Video",Drama,2
successful,10,"Film & Video",Shorts,5
successful,10,Food,Food,2
successful,10,Food,"Food Trucks",1
successful,10,Games,"Tabletop Games",2
successful,10,Music,"Classical Music",1
successful,10,Music,"Country & Folk",2
successful,10,Music,Jazz,1
successful,10,Music,Metal,1
successful,10,Music,Music,2
successful,10,Music,Pop,1
successful,10,Photography,"Fine Art",1
successful,10,Publishing,Calendars,1
successful,10,Publishing,Zines,1
successful,10,Theater,Experimental,1
successful,10,Theater,Theater,4
successful,11,Dance,Dance,1
successful,11,"Film & Video","Film & Video",1
successful,11,"Film & Video","Science Fiction",1
successful,11,Food,Food,1
successful,11,Games,"Playing Cards",1
successful,11,Publishing,Fiction,1
successful,12,Art,Illustration,1
successful,12,Art,"Public Art",1
successful,12,Comics,"Comic Books",1
successful,12,Design,"Product Design",1
successful,12,"Film & Video",Shorts,2
successful,12,"Film & Video",Thrillers,1
successful,12,Food,Food,1
successful,12,Food,"Small Batch",1
successful,12,Games,"Tabletop Games",1
successful,12,Music,"Classical Music",1
successful,12,Music,"Indie Rock",1
successful,12,Theater,Musical,1
successful,12,Theater,Theater,1
successful,13,Art,"Mixed Media",1
successful,13,Art,Sculpture,1
successful,13,"Film & Video",Shorts,1
successful,13,"Film & Video",Thrillers,1
successful,13,Games,"Tabletop Games",2
successful,13,Publishing,Publishing,2
successful,13,Theater,Theater,2
successful,14,Art,Illustration,2
successful,14,Art,Painting,2
successful,14,Art,"Performance Art",1
successful,14,Comics,Webcomics,1
successful,14,Crafts,Crafts,1
successful,14,Crafts,DIY,1
successful,14,Dance,Dance,1
successful,14,Design,"Graphic Design",1
successful,14,Design,"Product Design",1
successful,14,Fashion,Childrenswear,1
successful,14,"Film & Video",Animation,1
successful,14,"Film & Video",Comedy,1
successful,14,"Film & Video","Film & Video",2
successful,14,"Film & Video",Horror,2
successful,14,"Film & Video","Music Videos",1
successful,14,"Film & Video",Shorts,8
successful,14,"Film & Video",Webseries,1
successful,14,Food,Food,1
successful,14,Food,Spaces,1
successful,14,Games,"Tabletop Games",1
successful,14,Music,"Classical Music",1
successful,14,Music,Faith,1
successful,14,Music,"Indie Rock",3
successful,14,Music,Music,7
successful,14,Music,R&B,1
successful,14,Music,Rock,3
successful,14,Publishing,"Children's Books",1
successful,14,Publishing,Fiction,2
successful,14,Publishing,Periodicals,1
successful,14,Publishing,"Radio & Podcasts",1
successful,14,Publishing,"Young Adult",1
successful,14,Technology,Apps,1
successful,14,Technology,Technology,1
successful,14,Theater,Festivals,1
successful,14,Theater,Theater,2
successful,15,Art,Art,3
successful,15,Art,"Digital Art",1
successful,15,Art,Illustration,2
successful,15,Art,Installations,1
successful,15,Art,"Public Art",1
successful,15,Art,Sculpture,1
successful,15,Comics,"Comic Books",2
successful,15,Comics,Comics,1
successful,15,Crafts,Crafts,1
successful,15,Design,"Graphic Design",2
successful,15,Design,"Product Design",3
successful,15,Fashion,Accessories,2
successful,15,Fashion,Apparel,1
successful,15,"Film & Video",Animation,1
successful,15,"Film & Video",Documentary,7
successful,15,"Film & Video",Drama,1
successful,15,"Film & Video","Film & Video",3
successful,15,"Film & Video",Shorts,3
successful,15,"Film & Video",Webseries,2
successful,15,Food,Food,1
successful,15,Food,Spaces,1
successful,15,Games,Games,1
successful,15,Games,"Playing Cards",1
successful,15,Games,"Tabletop Games",2
successful,15,Journalism,Journalism,1
successful,15,Journalism,Print,1
successful,15,Music,"Country & Folk",3
successful,15,Music,"Indie Rock",2
successful,15,Music,Music,6
successful,15,Music,Rock,1
successful,15,Photography,Photography,2
successful,15,Publishing,Calendars,1
successful,15,Publishing,Fiction,3
successful,15,Publishing,Periodicals,1
successful,15,Publishing,Publishing,1
successful,15,Publishing,"Radio & Podcasts",1
successful,15,Publishing,"Young Adult",2
successful,15,Technology,Technology,3
successful,15,Theater,Experimental,1
successful,15,Theater,Theater,1
successful,16,Art,Art,1
successful,16,Art,"Conceptual Art",1
successful,16,Art,"Digital Art",1
successful,16,Art,"Public Art",2
successful,16,Art,Sculpture,1
successful,16,Comics,Comics,1
successful,16,Design,Design,1
successful,16,"Film & Video",Documentary,2
successful,16,"Film & Video","Film & Video",3
successful,16,"Film & Video",Shorts,2
successful,16,Food,Farms,1
successful,16,Food,Food,2
successful,16,Games,"Playing Cards",1
successful,16,Games,"Tabletop Games",2
successful,16,Games,"Video Games",1
successful,16,Music,"Country & Folk",2
successful,16,Music,"Indie Rock",2
successful,16,Music,Music,1
successful,16,Music,Pop,2
successful,16,Music,Rock,3
successful,16,Music,"World Music",1
successful,16,Photography,Photography,3
successful,16,Theater,Theater,2
successful,17,Art,Ceramics,1
successful,17,Art,"Digital Art",1
successful,17,Art,"Mixed Media",1
successful,17,Comics,"Graphic Novels",1
successful,17,"Film & Video",Shorts,3
successful,17,"Film & Video",Webseries,1
successful,17,Games,"Live Games",1
successful,17,Games,"Tabletop Games",1
successful,17,Music,"Classical Music",1
successful,17,Music,Music,2
successful,17,Music,Pop,1
successful,17,Publishing,"Children's Books",1
successful,17,Publishing,Fiction,1
successful,17,Publishing,Nonfiction,1
successful,17,Technology,Technology,1
successful,17,Theater,Plays,1
successful,17,Theater,Theater,1
successful,18,Art,"Public Art",1
successful,18,Comics,Comics,2
successful,18,Design,"Product Design",1
successful,18,Fashion,Fashion,1
successful,18,"Film & Video",Animation,1
successful,18,"Film & Video",Documentary,1
successful,18,"Film & Video","Film & Video",1
successful,18,"Film & Video",Shorts,3
successful,18,Food,Bacon,1
successful,18,Games,"Tabletop Games",1
successful,18,Music,"Country & Folk",3
successful,18,Music,"Indie Rock",1
successful,18,Music,Music,4
successful,18,Publishing,"Art Books",1
successful,18,Technology,Gadgets,1
successful,18,Technology,Technology,2
successful,18,Theater,Theater,2
successful,19,Art,"Mixed Media",1
successful,19,Comics,Comics,1
successful,19,Fashion,Accessories,1
successful,19,Fashion,Fashion,1
successful,19,"Film & Video",Documentary,1
successful,19,"Film & Video",Shorts,2
successful,19,"Film & Video",Television,1
successful,19,Games,"Tabletop Games",2
successful,19,Photography,Photography,1
successful,19,Theater,Theater,1
successful,20,Art,Art,2
successful,20,Art,Illustration,2
successful,20,Art,"Mixed Media",1
successful,20,Art,"Performance Art",1
successful,20,Art,"Public Art",3
successful,20,Comics,"Graphic Novels",2
successful,20,Crafts,Crafts,6
successful,20,Dance,Dance,2
successful,20,Design,"Product Design",1
successful,20,Fashion,Accessories,1
successful,20,Fashion,Apparel,2
successful,20,"Film & Video",Documentary,2
successful,20,"Film & Video",Drama,1
successful,20,"Film & Video","Film & Video",1
successful,20,"Film & Video",Horror,1
successful,20,"Film & Video","Narrative Film",1
successful,20,"Film & Video","Science Fiction",1
successful,20,"Film & Video",Shorts,5
successful,20,"Film & Video",Webseries,4
successful,20,Food,Food,4
successful,20,Food,Restaurants,1
successful,20,Food,"Small Batch",2
successful,20,Food,Spaces,1
successful,20,Food,Vegan,1
successful,20,Games,"Tabletop Games",8
successful,20,Games,"Video Games",3
successful,20,Music,"Country & Folk",2
successful,20,Music,Hip-Hop,1
successful,20,Music,"Indie Rock",5
successful,20,Music,Jazz,1
successful,20,Music,Kids,1
successful,20,Music,Music,3
successful,20,Music,Pop,1
successful,20,Photography,Photography,5
successful,20,Publishing,Academic,1
successful,20,Publishing,"Children's Books",1
successful,20,Publishing,Fiction,1
successful,20,Publishing,Nonfiction,1
successful,20,Publishing,Periodicals,1
successful,20,Publishing,Publishing,1
successful,20,Technology,Hardware,1
successful,20,Technology,Robots,1
successful,20,Technology,"Space Exploration",1
successful,20,Technology,Technology,1
successful,20,Theater,Theater,5
successful,21,Art,Art,4
successful,21,Art,"Conceptual Art",1
successful,21,Art,Installations,2
successful,21,Art,"Mixed Media",3
successful,21,Art,Painting,1
successful,21,Art,"Performance Art",1
successful,21,Art,"Public Art",3
successful,21,Comics,"Comic Books",1
successful,21,Comics,"Graphic Novels",1
successful,21,Dance,Dance,3
successful,21,Design,"Civic Design",1
successful,21,Design,"Graphic Design",1
successful,21,Design,"Product Design",3
successful,21,Fashion,Accessories,1
successful,21,Fashion,Apparel,1
successful,21,Fashion,Fashion,1
successful,21,"Film & Video",Documentary,4
successful,21,"Film & Video",Drama,1
successful,21,"Film & Video","Film & Video",4
successful,21,"Film & Video",Shorts,7
successful,21,Food,Drinks,1
successful,21,Food,Events,1
successful,21,Food,Food,1
successful,21,Games,"Tabletop Games",5
successful,21,Music,"Classical Music",3
successful,21,Music,"Country & Folk",3
successful,21,Music,"Indie Rock",2
successful,21,Music,Music,7
successful,21,Music,Pop,2
successful,21,Music,Rock,1
successful,21,Photography,Photography,2
successful,21,Publishing,Academic,1
successful,21,Publishing,"Art Books",2
successful,21,Publishing,Fiction,1
successful,21,Publishing,Nonfiction,5
successful,21,Publishing,Periodicals,2
successful,21,Publishing,Poetry,1
successful,21,Publishing,Publishing,1
successful,21,Publishing,"Radio & Podcasts",2
successful,21,Technology,"Camera Equipment",1
successful,21,Technology,Gadgets,1
successful,21,Technology,Technology,2
successful,21,Theater,Musical,3
successful,21,Theater,Plays,2
successful,21,Theater,Theater,7
successful,22,Art,"Public Art",1
successful,22,Art,Sculpture,1
successful,22,Comics,Comics,1
successful,22,Comics,"Graphic Novels",1
successful,22,Crafts,Crafts,2
successful,22,Design,Architecture,2
successful,22,Fashion,Fashion,1
successful,22,"Film & Video",Comedy,1
successful,22,"Film & Video",Documentary,2
successful,22,"Film & Video","Film & Video",3
successful,22,"Film & Video",Horror,1
successful,22,"Film & Video","Narrative Film",1
successful,22,"Film & Video",Shorts,4
successful,22,Food,Drinks,1
successful,22,Food,Food,2
successful,22,Games,Games,1
successful,22,Games,"Tabletop Games",6
successful,22,Games,"Video Games",1
successful,22,Music,"Country & Folk",1
successful,22,Music,"Electronic Music",1
successful,22,Music,Faith,1
successful,22,Music,Rock,2
successful,22,Photography,Animals,1
successful,22,Photography,Photography,1
successful,22,Publishing,Nonfiction,1
successful,22,Publishing,Periodicals,1
successful,22,Publishing,"Radio & Podcasts",1
successful,22,Theater,Musical,2
successful,22,Theater,Plays,1
successful,22,Theater,Theater,2
successful,23,Art,Art,4
successful,23,Art,"Digital Art",1
successful,23,Art,Installations,1
successful,23,Art,"Performance Art",1
successful,23,Comics,"Comic Books",1
successful,23,Crafts,Pottery,1
successful,23,Crafts,Printing,1
successful,23,Dance,Dance,2
successful,23,Design,Design,1
successful,23,Design,"Product Design",3
successful,23,"Film & Video",Documentary,1
successful,23,Food,Food,4
successful,23,Games,Games,2
successful,23,Games,"Tabletop Games",2
successful,23,Games,"Video Games",1
successful,23,Music,"Country & Folk",1
successful,23,Music,Hip-Hop,1
successful,23,Music,"Indie Rock",2
successful,23,Music,Music,2
successful,23,Publishing,"Children's Books",1
successful,23,Publishing,Publishing,1
successful,23,Technology,Flight,1
successful,23,Technology,Technology,1
successful,23,Theater,Theater,4
successful,24,Art,Art,1
successful,24,Art,Illustration,1
successful,24,Art,"Mixed Media",3
successful,24,Art,"Performance Art",2
successful,24,Art,Sculpture,1
successful,24,Comics,"Comic Books",2
successful,24,Comics,Comics,2
successful,24,Comics,"Graphic Novels",1
successful,24,Dance,Dance,2
successful,24,Dance,Performances,1
successful,24,Design,Design,2
successful,24,Design,"Product Design",4
successful,24,Fashion,Accessories,1
successful,24,"Film & Video",Animation,1
successful,24,"Film & Video",Documentary,1
successful,24,"Film & Video","Film & Video",1
successful,24,"Film & Video","Music Videos",1
successful,24,"Film & Video","Narrative Film",2
successful,24,"Film & Video",Shorts,3
successful,24,Food,Restaurants,2
successful,24,Games,"Tabletop Games",2
successful,24,Music,"Classical Music",2
successful,24,Music,"Country & Folk",1
successful,24,Music,"Indie Rock",1
successful,24,Music,Music,2
successful,24,Music,Rock,1
successful,24,Publishing,"Art Books",1
successful,24,Publishing,Fiction,1
successful,24,Publishing,Nonfiction,1
successful,24,Technology,"DIY Electronics",1
successful,24,Technology,Web,1
successful,24,Theater,Experimental,1
successful,24,Theater,Theater,3
successful,25,Art,Art,3
successful,25,Art,"Mixed Media",1
successful,25,Art,Painting,2
successful,25,Art,"Public Art",1
successful,25,Comics,Anthologies,1
successful,25,Comics,"Comic Books",1
successful,25,Comics,Comics,1
successful,25,Comics,"Graphic Novels",2
successful,25,Crafts,Crafts,1
successful,25,Crafts,Woodworking,1
successful,25,Dance,Dance,1
successful,25,Design,"Product Design",4
successful,25,"Film & Video",Comedy,1
successful,25,"Film & Video",Documentary,4
successful,25,"Film & Video",Drama,1
successful,25,"Film & Video","Film & Video",1
successful,25,"Film & Video","Narrative Film",3
successful,25,"Film & Video",Shorts,10
successful,25,"Film & Video",Webseries,1
successful,25,Food,Food,1
successful,25,Games,"Playing Cards",1
successful,25,Games,"Tabletop Games",5
successful,25,Games,"Video Games",2
successful,25,Music,"Classical Music",2
successful,25,Music,"Country & Folk",3
successful,25,Music,Faith,1
successful,25,Music,Hip-Hop,1
successful,25,Music,"Indie Rock",3
successful,25,Music,Music,4
successful,25,Music,Pop,1
successful,25,Music,Rock,3
successful,25,Music,"World Music",1
successful,25,Photography,Photography,2
successful,25,Publishing,"Art Books",1
successful,25,Publishing,"Children's Books",1
successful,25,Publishing,Fiction,1
successful,25,Publishing,Nonfiction,1
successful,25,Publishing,Poetry,1
successful,25,Publishing,Publishing,1
successful,25,Technology,"3D Printing",1
successful,25,Technology,Apps,1
successful,25,Technology,Hardware,1
successful,25,Technology,Technology,1
successful,25,Theater,Plays,1
successful,25,Theater,Theater,4
successful,26,Art,Illustration,1
successful,26,Art,"Mixed Media",1
successful,26,Art,"Performance Art",1
successful,26,Art,"Public Art",1
successful,26,Art,Sculpture,1
successful,26,Comics,Anthologies,1
successful,26,Comics,Webcomics,2
successful,26,Design,"Graphic Design",1
successful,26,Design,"Product Design",1
successful,26,Fashion,Fashion,1
successful,26,"Film & Video",Documentary,1
successful,26,"Film & Video",Drama,1
successful,26,"Film & Video","Film & Video",1
successful,26,"Film & Video","Narrative Film",2
successful,26,"Film & Video",Shorts,1
successful,26,Food,Food,1
successful,26,Food,"Small Batch",1
successful,26,Games,Games,1
successful,26,Games,"Tabletop Games",1
successful,26,Journalism,Journalism,1
successful,26,Music,"Indie Rock",4
successful,26,Music,Jazz,1
successful,26,Music,Music,2
successful,26,Music,Pop,1
successful,26,Music,Punk,1
successful,26,Publishing,"Art Books",1
successful,26,Publishing,"Children's Books",1
successful,26,Publishing,Fiction,1
successful,26,Publishing,Nonfiction,1
successful,26,Publishing,Poetry,1
successful,26,Publishing,Publishing,1
successful,26,Technology,Hardware,1
successful,26,Technology,Web,1
successful,26,Theater,Theater,1
successful,27,Art,Painting,1
successful,27,Art,"Public Art",1
successful,27,Comics,Comics,1
successful,27,Crafts,DIY,1
successful,27,Dance,Dance,2
successful,27,Design,Architecture,1
successful,27,Design,"Product Design",3
successful,27,Fashion,Fashion,1
successful,27,Fashion,Jewelry,1
successful,27,"Film & Video",Documentary,1
successful,27,"Film & Video",Drama,1
successful,27,"Film & Video","Film & Video",1
successful,27,"Film & Video",Shorts,8
successful,27,"Film & Video",Webseries,1
successful,27,Games,"Tabletop Games",5
successful,27,Games,"Video Games",1
successful,27,Music,"Classical Music",1
successful,27,Music,"Country & Folk",2
successful,27,Music,"Indie Rock",1
successful,27,Music,Music,3
successful,27,Music,Rock,2
successful,27,Music,"World Music",1
successful,27,Photography,Photography,1
successful,27,Publishing,"Children's Books",1
successful,27,Publishing,Nonfiction,1
successful,27,Theater,Plays,1
successful,27,Theater,Theater,3
successful,28,Art,Art,3
successful,28,Art,"Conceptual Art",1
successful,28,Art,Illustration,1
successful,28,Art,Painting,2
successful,28,Art,"Public Art",1
successful,28,Art,Sculpture,3
successful,28,Crafts,Crafts,1
successful,28,Crafts,Stationery,1
successful,28,Design,Architecture,1
successful,28,Design,"Graphic Design",1
successful,28,Design,"Product Design",4
successful,28,"Film & Video",Documentary,1
successful,28,"Film & Video",Drama,1
successful,28,"Film & Video","Film & Video",1
successful,28,"Film & Video",Horror,1
successful,28,"Film & Video","Narrative Film",3
successful,28,"Film & Video",Shorts,1
successful,28,Food,Food,2
successful,28,Games,"Playing Cards",2
successful,28,Games,"Tabletop Games",2
successful,28,Games,"Video Games",2
successful,28,Music,"Classical Music",1
successful,28,Music,"Country & Folk",3
successful,28,Music,"Indie Rock",6
successful,28,Music,Jazz,1
successful,28,Music,Music,7
successful,28,Music,Pop,1
successful,28,Music,R&B,1
successful,28,Music,Rock,1
successful,28,Photography,"Fine Art",2
successful,28,Photography,Photobooks,1
successful,28,Photography,Photography,4
successful,28,Publishing,Fiction,4
successful,28,Publishing,Nonfiction,1
successful,28,Publishing,Poetry,1
successful,28,Technology,Apps,1
successful,28,Technology,"Camera Equipment",1
successful,28,Technology,Hardware,2
successful,28,Technology,Technology,1
successful,28,Theater,Festivals,1
successful,28,Theater,Immersive,1
successful,28,Theater,Theater,2
successful,29,Art,"Digital Art",1
successful,29,Art,"Performance Art",1
successful,29,Art,"Public Art",1
successful,29,Art,Sculpture,2
successful,29,Comics,Comics,2
successful,29,Crafts,DIY,1
successful,29,Crafts,Printing,1
successful,29,Crafts,Woodworking,2
successful,29,Dance,Performances,1
successful,29,Design,Design,1
successful,29,Design,"Product Design",8
successful,29,Fashion,Fashion,3
successful,29,"Film & Video",Comedy,1
successful,29,"Film & Video",Documentary,3
successful,29,"Film & Video",Fantasy,1
successful,29,"Film & Video","Film & Video",6
successful,29,"Film & Video",Shorts,5
successful,29,"Film & Video",Television,1
successful,29,"Film & Video",Webseries,1
successful,29,Food,Cookbooks,1
successful,29,Food,Events,1
successful,29,Food,Food,2
successful,29,Food,"Small Batch",2
successful,29,Games,"Live Games",1
successful,29,Games,"Tabletop Games",10
successful,29,Games,"Video Games",1
successful,29,Music,"Classical Music",3
successful,29,Music,Faith,1
successful,29,Music,"Indie Rock",2
successful,29,Music,Music,6
successful,29,Music,Rock,2
successful,29,Music,"World Music",2
successful,29,Photography,Photobooks,1
successful,29,Photography,Photography,4
successful,29,Publishing,"Art Books",3
successful,29,Publishing,"Literary Journals",1
successful,29,Publishing,Nonfiction,1
successful,29,Publishing,Periodicals,1
successful,29,Publishing,Publishing,2
successful,29,Publishing,"Radio & Podcasts",1
successful,29,Technology,Apps,1
successful,29,Technology,"Fabrication Tools",1
successful,29,Technology,Gadgets,1
successful,29,Technology,Makerspaces,1
successful,29,Theater,Theater,3
successful,30,Art,Art,31
successful,30,Art,Ceramics,3
successful,30,Art,"Conceptual Art",7
successful,30,Art,"Digital Art",5
successful,30,Art,Illustration,18
successful,30,Art,Installations,3
successful,30,Art,"Mixed Media",10
successful,30,Art,Painting,19
successful,30,Art,"Performance Art",12
successful,30,Art,"Public Art",11
successful,30,Art,Sculpture,8
successful,30,Art,Textiles,1
successful,30,Art,"Video Art",3
successful,30,Comics,Anthologies,7
successful,30,Comics,"Comic Books",29
successful,30,Comics,Comics,41
successful,30,Comics,"Graphic Novels",15
successful,30,Comics,Webcomics,7
successful,30,Crafts,Crafts,22
successful,30,Crafts,DIY,2
successful,30,Crafts,Knitting,4
successful,30,Crafts,Letterpress,1
successful,30,Crafts,Pottery,2
successful,30,Crafts,Printing,1
successful,30,Crafts,Stationery,1
successful,30,Crafts,Weaving,1
successful,30,Crafts,Woodworking,2
successful,30,Dance,Dance,15
successful,30,Dance,Performances,6
successful,30,Dance,Workshops,1
successful,30,Design,Architecture,3
successful,30,Design,"Civic Design",1
successful,30,Design,Design,6
successful,30,Design,"Graphic Design",9
successful,30,Design,"Interactive Design",2
successful,30,Design,"Product Design",88
successful,30,Fashion,Accessories,10
successful,30,Fashion,Apparel,20
successful,30,Fashion,Childrenswear,1
successful,30,Fashion,Couture,2
successful,30,Fashion,Fashion,33
successful,30,Fashion,Footwear,2
successful,30,Fashion,Jewelry,8
successful,30,Fashion,"Pet Fashion",1
successful,30,"Film & Video","Film & Video",1
successful,30,"Film & Video",Animation,10
successful,30,"Film & Video",Comedy,8
successful,30,"Film & Video",Documentary,79
successful,30,"Film & Video",Drama,7
successful,30,"Film & Video",Family,1
successful,30,"Film & Video","Film & Video",37
successful,30,"Film & Video",Horror,2
successful,30,"Film & Video","Music Videos",4
successful,30,"Film & Video","Narrative Film",23
successful,30,"Film & Video","Science Fiction",7
successful,30,"Film & Video",Shorts,92
successful,30,"Film & Video",Television,1
successful,30,"Film & Video",Webseries,28
successful,30,Food,Bacon,1
successful,30,Food,"Community Gardens",2
successful,30,Food,Drinks,12
successful,30,Food,Events,6
successful,30,Food,"Farmer's Markets",2
successful,30,Food,Farms,7
successful,30,Food,Food,49
successful,30,Food,"Food Trucks",5
successful,30,Food,Restaurants,7
successful,30,Food,"Small Batch",11
successful,30,Food,Spaces,4
successful,30,Food,Vegan,2
successful,30,Games,Games,9
successful,30,Games,"Gaming Hardware",1
successful,30,Games,"Live Games",1
successful,30,Games,"Mobile Games",1
successful,30,Games,"Playing Cards",9
successful,30,Games,Puzzles,1
successful,30,Games,"Tabletop Games",80
successful,30,Games,"Video Games",28
successful,30,Journalism,Journalism,7
successful,30,Journalism,Print,3
successful,30,Music,Music,1
successful,30,Music,Blues,2
successful,30,Music,"Classical Music",16
successful,30,Music,"Country & Folk",42
successful,30,Music,"Electronic Music",11
successful,30,Music,Faith,11
successful,30,Music,Hip-Hop,9
successful,30,Music,"Indie Rock",52
successful,30,Music,Jazz,11
successful,30,Music,Kids,1
successful,30,Music,Metal,2
successful,30,Music,Music,79
successful,30,Music,Pop,15
successful,30,Music,Punk,2
successful,30,Music,R&B,4
successful,30,Music,Rock,51
successful,30,Music,"World Music",10
successful,30,Photography,Animals,1
successful,30,Photography,"Fine Art",2
successful,30,Photography,Nature,1
successful,30,Photography,People,1
successful,30,Photography,Photobooks,7
successful,30,Photography,Photography,22
successful,30,Photography,Places,1
successful,30,Publishing,Academic,1
successful,30,Publishing,"Art Books",14
successful,30,Publishing,Calendars,1
successful,30,Publishing,"Children's Books",39
successful,30,Publishing,Fiction,31
successful,30,Publishing,"Literary Journals",1
successful,30,Publishing,Nonfiction,39
successful,30,Publishing,Periodicals,4
successful,30,Publishing,Poetry,7
successful,30,Publishing,Publishing,19
successful,30,Publishing,"Radio & Podcasts",8
successful,30,Publishing,"Young Adult",3
successful,30,Publishing,Zines,3
successful,30,Technology,"3D Printing",1
successful,30,Technology,Apps,6
successful,30,Technology,"Camera Equipment",1
successful,30,Technology,"DIY Electronics",4
successful,30,Technology,Gadgets,9
successful,30,Technology,Hardware,15
successful,30,Technology,Makerspaces,2
successful,30,Technology,Robots,4
successful,30,Technology,Software,6
successful,30,Technology,Sound,5
successful,30,Technology,"Space Exploration",2
successful,30,Technology,Technology,15
successful,30,Technology,Wearables,3
successful,30,Technology,Web,5
successful,30,Theater,Experimental,4
successful,30,Theater,Festivals,2
successful,30,Theater,Immersive,1
successful,30,Theater,Musical,5
successful,30,Theater,Plays,5
successful,30,Theater,Theater,52
successful,31,Art,Art,2
successful,31,Art,Illustration,3
